PAC,Gene,Description,Family,Number of Interactions,Rank of Druggabilty,Druggability Percentile,Rank Druggability for Other Therapeutic Areas,Druggability for Other Therapeutic Areas Percentile,Rank Druggability for Cancer,Druggability for Cancer Percentile,Rank Cancer-Associated,Cancer-Associated Percentile,Is this gene a drug target?,Is this gene a target of other therapeutics?,Is this gene a target of cancer therapeutics?,Is this gene associated with cancer?,Is this gene in the CGC?,Maximum Druggability percentile
Q96IZ6,METTL2A,Methyltransferase-like protein 2A, methyltransferase superfamily. METL family.,1,10859,19%,9067,32%,12045,10%,10745,19%,0,0,0,0,0,0.32
Q96IZ7,RSRC1,"Serine/Arginine-related protein 53, SRrp53",,8,7782,42%,9742,27%,7870,41%,6695,50%,0,0,0,0,0,0.42
Q96J01,THOC3,"THO complex subunit 3, Tho3",,6,9211,31%,10181,24%,7834,41%,5431,59%,0,0,0,0,0,0.41
Q96J02,ITCH,"E3 ubiquitin-protein ligase Itchy homolog, Itch",,89,2968,78%,5854,56%,752,94%,1421,89%,0,0,0,0,0,0.94
Q96J77,TPD52L3,"Tumor protein D55, hD55", TPD52 family.,7,2212,83%,10368,22%,7092,47%,8026,40%,0,0,0,0,0,0.83
Q96J84,KIRREL,Kin of IRRE-like protein 1,,3,1443,89%,2233,83%,4737,65%,9779,27%,0,0,0,0,0,0.89
Q96J92,WNK4,Serine/threonine-protein kinase WNK4, protein kinase superfamily. Ser/Thr protein kinase family. WNK subfamily.,14,1449,89%,1088,92%,3049,77%,4258,68%,0,0,0,0,0,0.92
Q96J94,PIWIL1,Piwi-like protein 1, argonaute family. Piwi subfamily.,12,2063,85%,867,94%,2696,80%,4000,70%,0,0,0,0,0,0.94
Q96JA1,LRIG1,Leucine-rich repeats and immunoglobulin-like domains protein 1,,1,4418,67%,3827,71%,6355,52%,9911,26%,0,0,0,0,0,0.71
Q96JA3,PLEKHA8,Pleckstrin homology domain-containing family A member 8,,3,6451,52%,6719,50%,1818,86%,7464,44%,0,0,0,0,0,0.86
Q96JB2,COG3,Conserved oligomeric Golgi complex subunit 3,COG3 family,2,7248,46%,6446,52%,12736,5%,12404,7%,0,0,0,0,0,0.52
Q96JB3,HIC2,"Hypermethylated in cancer 2 protein, Hic-2", krueppel C2H2-type zinc-finger protein family. Hic subfamily.,4,11774,12%,10798,19%,2464,82%,6597,51%,0,0,0,0,0,0.82
Q96JB5,CDK5RAP3,CDK5 regulatory subunit-associated protein 3, CDK5RAP3 family.,17,6019,55%,7826,41%,1949,85%,1442,89%,0,0,0,0,0,0.85
Q96JB6,LOXL4,Lysyl oxidase homolog 4, lysyl oxidase family.,14,4830,64%,7190,46%,3099,77%,3326,75%,0,0,0,0,0,0.77
Q96JB8,MPP4,MAGUK p55 subfamily member 4, MAGUK family.,2,3422,74%,3952,70%,7407,44%,10489,21%,0,0,0,0,0,0.74
Q96JC1,VPS39,Vam6/Vps39-like protein,VAM6/VPS39 family,2,3026,77%,4901,63%,7540,43%,10291,23%,0,0,0,0,0,0.77
Q96JC9,EAF1,ELL-associated factor 1, EAF family.,13,12350,7%,10875,19%,7776,42%,5833,56%,0,0,0,0,0,0.42
Q96JE7,SEC16B,Protein transport protein Sec16B, SEC16 family.,1,6915,48%,4668,65%,11540,14%,12373,7%,0,0,0,0,0,0.65
Q96JE9,MAP6,Microtubule-associated protein 6,STOP family,6,7648,43%,11184,16%,6503,51%,2802,79%,0,0,0,0,0,0.51
Q96JF6,ZNF594,Zinc finger protein 594, krueppel C2H2-type zinc-finger protein family.,1,11868,11%,7610,43%,12278,8%,11990,10%,0,0,0,0,0,0.43
Q96JG8,MAGED4,Melanoma-associated antigen D4,,3,8680,35%,4189,69%,9977,25%,8925,33%,0,0,0,0,0,0.69
Q96JH7,VCPIP1,Deubiquitinating protein VCIP135,,6,8572,36%,6748,49%,7679,42%,6587,51%,0,0,0,0,0,0.49
Q96JH8,RADIL,Ras-associating and dilute domain-containing protein, RADIL family.,22,8109,39%,7137,47%,5265,61%,3271,75%,0,0,0,0,0,0.61
Q96JI7,SPG11,Spatacsin,,1,10366,22%,9990,25%,12210,9%,10162,24%,0,0,0,0,0,0.25
Q96JJ3,ELMO2,Engulfment and cell motility protein 2,,2,9860,26%,4088,69%,9156,31%,12611,6%,0,0,0,0,0,0.69
Q96JJ7,TMX3,Protein disulfide-isomerase TMX3,protein disulfide isomerase family,2,12349,7%,13052,2%,11373,15%,9129,32%,0,0,0,0,0,0.15
Q96JK2,DCAF5,DDB1- and CUL4-associated factor 5,,3,12205,9%,10210,23%,11461,14%,8041,40%,0,0,0,0,0,0.23
Q96JK9,MAML3,"Mastermind-like protein 3, Mam-3", mastermind family.,10,10730,20%,10092,24%,8570,36%,4365,67%,0,0,0,0,0,0.36
Q96JL9,ZNF333,Zinc finger protein 333,krueppel C2H2-type zinc-finger protein family,1,12622,5%,11902,11%,11971,10%,10962,18%,0,0,0,0,0,0.11
Q96JM3,CHAMP1,Chromosome alignment-maintaining phosphoprotein 1,,2,10307,23%,12056,10%,9823,26%,7998,40%,0,0,0,0,0,0.26
Q96JM7,L3MBTL3,"Lethal(3)malignant brain tumor-like protein 3, H-l(3)mbt-like protein 3, L(3)mbt-like protein 3",,24,5817,56%,4104,69%,3541,73%,3649,73%,0,0,0,0,0,0.73
Q96JN0,LCOR,Ligand-dependent corepressor,,12,4979,63%,9333,30%,1544,88%,908,93%,0,0,0,0,0,0.88
Q96JN2,CCDC136,Coiled-coil domain-containing protein 136,,61,12742,5%,9501,29%,2118,84%,3058,77%,0,0,0,0,0,0.84
Q96JN8,NEURL4,Neuralized-like protein 4,,3,1977,85%,3292,75%,7732,42%,9720,27%,0,0,0,0,0,0.85
Q96JP0,FEM1C,"Protein fem-1 homolog C, FEM1c", fem-1 family.,4,12123,9%,11999,10%,9886,26%,9083,32%,0,0,0,0,0,0.26
Q96JP2,MYO15B,Putative unconventional myosin-XVB,,7,11078,17%,9901,26%,9558,28%,7771,42%,0,0,0,0,0,0.28
Q96JP5,ZFP91,E3 ubiquitin-protein ligase ZFP91, krueppel C2H2-type zinc-finger protein family.,2,9267,31%,7271,46%,8187,39%,6848,49%,0,0,0,0,0,0.46
Q96JQ0,DCHS1,Protocadherin-16,,7,7695,42%,10486,21%,8295,38%,6691,50%,0,0,0,0,0,0.42
Q96JQ2,CLMN,Calmin,,1,10952,18%,11021,17%,12801,4%,11043,17%,0,0,0,0,0,0.18
Q96JS3,PGBD1,PiggyBac transposable element-derived protein 1,,7,9225,31%,5674,57%,5895,56%,6810,49%,0,0,0,0,0,0.57
Q96JW4,SLC41A2,Solute carrier family 41 member 2,SLC41A transporter family,1,5891,56%,2162,84%,10945,18%,12137,9%,0,0,0,0,0,0.84
Q96JX3,SERAC1,Protein SERAC1,SERAC1 family,1,13258,1%,13269,1%,13263,1%,13148,1%,0,0,0,0,0,0.01
Q96JY6,PDLIM2,PDZ and LIM domain protein 2,,2,6706,50%,5627,58%,7883,41%,6808,49%,0,0,0,0,0,0.58
Q96JZ2,HSH2D,"Hematopoietic SH2 domain-containing protein, Hematopoietic SH2 protein",,7,722,95%,953,93%,722,95%,1377,90%,0,0,0,0,0,0.95
Q96K17,BTF3L4,Transcription factor BTF3 homolog 4,NAC-beta family,2,12552,6%,11162,16%,12806,4%,11531,14%,0,0,0,0,0,0.16
Q96K19,RNF170,RING finger protein 170,,2,6231,53%,10764,19%,3094,77%,10491,21%,0,0,0,0,0,0.77
Q96K21,ZFYVE19,Abscission/NoCut checkpoint regulator,,5,11383,15%,5320,60%,11489,14%,10471,22%,0,0,0,0,0,0.60
Q96K30,RITA,RBPJ-interacting and tubulin-associated protein, RITA family.,4,12887,3%,12967,3%,9705,27%,7515,44%,0,0,0,0,0,0.27
Q96K37,SLC35E1,Solute carrier family 35 member E1, TPT transporter family. SLC35E subfamily.,4,7343,45%,7638,43%,11681,12%,11052,17%,0,0,0,0,0,0.45
Q96K62,ZBTB45,Zinc finger and BTB domain-containing protein 45, krueppel C2H2-type zinc-finger protein family.,4,8871,34%,11682,12%,8867,34%,7137,47%,0,0,0,0,0,0.34
Q96K75,ZNF514,Zinc finger protein 514,krueppel C2H2-type zinc-finger protein family,1,11797,12%,12822,4%,11930,11%,10791,19%,0,0,0,0,0,0.12
Q96K76,USP47,Ubiquitin carboxyl-terminal hydrolase 47,peptidase C19 family,5,7932,41%,12161,9%,7213,46%,4582,66%,0,0,0,0,0,0.46
Q96K78,GPR128,Probable G-protein coupled receptor 128,G-protein coupled receptor 2 family,2,11547,13%,5703,57%,12904,3%,12778,4%,0,0,0,0,0,0.57
Q96K80,ZC3H10,Zinc finger CCCH domain-containing protein 10,,5,8250,38%,6489,51%,5455,59%,6663,50%,0,0,0,0,0,0.59
Q96K83,ZNF521,Zinc finger protein 521,krueppel C2H2-type zinc-finger protein family,8,7945,40%,8688,35%,4250,68%,1268,90%,0,0,0,1,1,0.68
Q96KA5,CLPTM1L,"Cleft lip and palate transmembrane protein 1-like protein, CLPTM1-like protein", CLPTM1 family.,2,3466,74%,2925,78%,9474,29%,11745,12%,0,0,0,0,0,0.78
Q96KB5,PBK,Lymphokine-activated killer T-cell-originated protein kinase, protein kinase superfamily. Ser/Thr protein kinase family. MAP kinase kinase subfamily.,22,5441,59%,5178,61%,1698,87%,1019,92%,0,0,0,0,0,0.87
Q96KC2,ARL5B,ADP-ribosylation factor-like protein 5B,Arf family,1,10685,20%,11642,13%,10961,18%,8022,40%,0,0,0,0,0,0.20
Q96KC8,DNAJC1,DnaJ homolog subfamily C member 1,,4,11376,15%,9013,32%,11357,15%,11302,15%,0,0,0,0,0,0.32
Q96KE9,BTBD6,BTB/POZ domain-containing protein 6,,2,7201,46%,12452,7%,8512,36%,8642,35%,0,0,0,0,0,0.46
Q96KG7,MEGF10,"Multiple epidermal growth factor-like domains protein 10, Multiple EGF-like domains protein 10", MEGF family.,23,2052,85%,1494,89%,3580,73%,2178,84%,0,0,0,0,0,0.89
Q96KG9,SCYL1,N-terminal kinase-like protein, protein kinase superfamily.,8,6437,52%,10552,21%,4538,66%,4089,69%,0,0,0,0,0,0.66
Q96KJ9,COX4I2,"Cytochrome c oxidase subunit 4 isoform 2, mitochondrial",cytochrome c oxidase IV family,4,5974,55%,6949,48%,5442,59%,7174,46%,0,0,0,0,0,0.59
Q96KM6,ZNF512B,Zinc finger protein 512B, krueppel C2H2-type zinc-finger protein family.,61,7277,45%,6452,52%,3537,73%,787,94%,0,0,0,0,0,0.73
Q96KN1,FAM84B,Protein FAM84B,FAM84 family,2,7569,43%,3444,74%,7303,45%,10884,18%,0,0,0,0,0,0.74
Q96KN2,CNDP1,Beta-Ala-His dipeptidase,peptidase M20A family,2,7892,41%,5550,58%,7256,46%,5408,59%,0,0,0,0,0,0.58
Q96KN3,PKNOX2,Homeobox protein PKNOX2, TALE/MEIS homeobox family.,1,10358,22%,12348,7%,12151,9%,10018,25%,0,0,0,0,0,0.22
Q96KN7,RPGRIP1,"X-linked retinitis pigmentosa GTPase regulator-interacting protein 1, RPGR-interacting protein 1", RPGRIP1 family.,20,10410,22%,3874,71%,5289,60%,5230,61%,0,0,0,0,0,0.71
Q96KN8,HRASLS5,Ca(2+)-independent N-acyltransferase,H-rev107 family,3,9585,28%,11307,15%,11009,18%,9294,30%,0,0,0,0,0,0.28
Q96KN9,GJD4,Gap junction delta-4 protein,connexin family,1,12706,5%,12642,5%,11891,11%,11000,18%,0,0,0,0,0,0.11
Q96KP1,EXOC2,Exocyst complex component 2, SEC5 family.,9,10899,18%,9475,29%,9514,29%,7635,43%,0,0,0,0,0,0.29
Q96KP4,CNDP2,Cytosolic non-specific dipeptidase, peptidase M2A family.,2,5787,57%,9129,32%,7552,43%,9657,28%,0,0,0,0,0,0.57
Q96KP6,TNIP3,TNFAIP3-interacting protein 3,,9,11754,12%,11623,13%,6943,48%,5618,58%,0,0,0,0,0,0.48
Q96KQ4,PPP1R13B,Apoptosis-stimulating of p53 protein 1, ASPP family.,15,4945,63%,5316,60%,1593,88%,2321,83%,0,0,0,0,0,0.88
Q96KQ7,EHMT2,Histone-lysine N-methyltransferase EHMT2, histone-lysine methyltransferase family. Suvar3-9 subfamily.,47,4510,66%,8080,39%,1634,88%,543,96%,0,0,0,0,0,0.88
Q96KR7,PHACTR3,Phosphatase and actin regulator 3, phosphatase and actin regulator family.,4,3428,74%,670,95%,7754,42%,7669,43%,0,0,0,0,0,0.95
Q96KS0,EGLN2,Egl nine homolog 2,,8,4072,69%,6416,52%,2316,83%,3308,75%,0,0,0,0,0,0.83
Q96KS9,FAM167A,Protein FAM167A,FAM167 (SEC) family,1,12600,6%,11338,15%,12647,5%,11929,11%,0,0,0,0,0,0.15
Q96KV7,WDR90,WD repeat-containing protein 90,,1,12544,6%,12905,3%,12624,5%,12452,7%,0,0,0,0,0,0.06
Q96KX2,CAPZA3,F-actin-capping protein subunit alpha-3,F-actin-capping protein alpha subunit family,2,3083,77%,3255,76%,8093,39%,10560,21%,0,0,0,0,0,0.77
Q96L08,SUSD3,Sushi domain-containing protein 3,,1,13259,1%,13270,1%,13264,1%,13116,2%,0,0,0,0,0,0.01
Q96L11,C7orf34,Uncharacterized protein C7orf34,,1,9651,28%,8970,33%,12883,3%,12879,3%,0,0,0,0,0,0.33
Q96L14,CEP170P1,Cep170-like protein, CEP17 family.,10,8189,39%,9187,31%,6077,54%,6082,54%,0,0,0,0,0,0.54
Q96L33,RHOV,Rho-related GTP-binding protein RhoV, small GTPase superfamily. Rho family.,1,5196,61%,2376,82%,7147,46%,10749,19%,0,0,0,0,0,0.82
Q96L34,MARK4,MAP/microtubule affinity-regulating kinase 4, protein kinase superfamily. CAMK Ser/Thr protein kinase family. SNF1 subfamily.,29,1077,92%,961,93%,1062,92%,1403,89%,0,0,0,0,0,0.93
Q96L46,CAPNS2,Calpain small subunit 2,,2,9513,29%,5021,62%,9504,29%,8767,34%,0,0,0,0,0,0.62
Q96L50,LRR1,Leucine-rich repeat protein 1,,4,11332,15%,11997,10%,12211,8%,12143,9%,0,0,0,0,0,0.15
Q96L58,B3GALT6,"Beta-1,3-galactosyltransferase 6",glycosyltransferase 31 family,1,12920,3%,12260,8%,12987,3%,12123,9%,0,0,0,0,0,0.08
Q96L73,NSD1,"Histone-lysine N-methyltransferase, H3 lysine-36 and H4 lysine-20 specific", histone-lysine methyltransferase family.,7,5674,57%,10406,22%,1947,85%,651,95%,0,0,0,1,1,0.85
Q96L91,EP400,E1A-binding protein p400, SNF2/RAD54 helicase family. SWR1 subfamily.,6,7083,47%,10310,23%,6504,51%,3810,71%,0,0,0,0,0,0.51
Q96L92,SNX27,Sorting nexin-27, sorting nexin family.,4,2503,81%,2958,78%,6149,54%,9147,31%,0,0,0,0,0,0.81
Q96L93,KIF16B,Kinesin-like protein KIF16B, kinesin-like protein family.,1,5358,60%,2999,78%,7918,41%,11115,17%,0,0,0,0,0,0.78
Q96L94,SNX22,Sorting nexin-22,sorting nexin family,2,8213,38%,3496,74%,12810,4%,12541,6%,0,0,0,0,0,0.74
Q96LA5,FCRL2,Fc receptor-like protein 2,,1,5197,61%,2364,82%,7145,46%,10747,19%,0,0,0,0,0,0.82
Q96LA8,PRMT6,Protein arginine N-methyltransferase 6, protein arginine N-methyltransferase family. PRMT6 subfamily.,90,10103,24%,6828,49%,3738,72%,1209,91%,0,0,0,0,0,0.72
Q96LB1,MRGPRX2,Mas-related G-protein coupled receptor member X2,G-protein coupled receptor 1 family,1,2077,84%,4893,63%,767,94%,9373,30%,0,0,0,0,0,0.94
Q96LB2,MRGPRX1,Mas-related G-protein coupled receptor member X1,G-protein coupled receptor 1 family,4,311,98%,239,98%,7574,43%,8454,37%,0,0,0,0,0,0.98
Q96LC7,SIGLEC10,"Sialic acid-binding Ig-like lectin 10, Siglec-10", immunoglobulin superfamily. SIGLEC (sialic acid binding Ig-like lectin) family.,6,1577,88%,2410,82%,805,94%,4105,69%,0,0,0,0,0,0.94
Q96LC9,BMF,Bcl-2-modifying factor, Bcl-2 family.,16,1912,86%,1697,87%,2660,80%,2861,79%,0,0,0,0,0,0.87
Q96LD1,SGCZ,Zeta-sarcoglycan,sarcoglycan beta/delta/gamma/zeta family,2,9288,30%,4257,68%,10045,25%,12995,3%,0,0,0,0,0,0.68
Q96LD4,TRIM47,Tripartite motif-containing protein 47, TRIM/RBCC family.,3,12684,5%,9832,26%,9555,28%,8797,34%,0,0,0,0,0,0.28
Q96LD8,SENP8,Sentrin-specific protease 8, peptidase C48 family.,17,9545,28%,6370,52%,4857,64%,3030,77%,0,0,0,0,0,0.64
Q96LI5,CNOT6L,CCR4-NOT transcription complex subunit 6-like, CCR4/nocturin family.,2,9925,26%,9138,32%,9436,29%,5600,58%,0,0,0,0,0,0.32
Q96LI6,"HSFY1,HSFY2","Heat shock transcription factor, Y-linked",HSF family,1,12052,10%,10146,24%,12419,7%,12488,6%,0,0,0,0,0,0.24
Q96LJ7,DHRS1,Dehydrogenase/reductase SDR family member 1, short-chain dehydrogenases/reductases (SDR) family.,6,10173,24%,11718,12%,6487,51%,7725,42%,0,0,0,0,0,0.51
Q96LJ8,UBXN10,UBX domain-containing protein 10,,2,12923,3%,13059,2%,11617,13%,9221,31%,0,0,0,0,0,0.13
Q96LK0,CEP19,Centrosomal protein of 19 kDa, CEP19 family.,13,10568,21%,8109,39%,9239,31%,7286,45%,0,0,0,0,0,0.39
Q96LL4,C8orf48,Uncharacterized protein C8orf48,,4,12076,10%,11876,11%,10317,23%,8922,33%,0,0,0,0,0,0.23
Q96LL9,DNAJC30,DnaJ homolog subfamily C member 30,,1,12884,3%,12520,6%,12953,3%,12517,6%,0,0,0,0,0,0.06
Q96LM6,TSC21,Protein TSC21,,6,12592,6%,12396,7%,8786,34%,7565,43%,0,0,0,0,0,0.34
Q96LP2,FAM81B,Protein FAM81B,FAM81 family,1,11976,10%,11586,13%,12758,4%,12884,3%,0,0,0,0,0,0.13
Q96LQ0,PPP1R36,Protein phosphatase 1 regulatory subunit 36,,1,11598,13%,12591,6%,12931,3%,11195,16%,0,0,0,0,0,0.13
Q96LR2,LURAP1,Leucine rich adaptor protein 1,,17,11061,17%,9007,33%,6975,48%,5576,58%,0,0,0,0,0,0.48
Q96LR4,FAM19A4,Protein FAM19A4,FAM19/TAFA family,2,6316,53%,2984,78%,13043,2%,11445,14%,0,0,0,0,0,0.78
Q96LR5,UBE2E2,Ubiquitin-conjugating enzyme E2 E2, ubiquitin-conjugating enzyme family.,64,12438,7%,7392,45%,1633,88%,2859,79%,0,0,0,0,0,0.88
Q96LR7,C2orf50,Uncharacterized protein C2orf50,,2,3285,75%,1572,88%,8163,39%,10502,21%,0,0,0,0,0,0.88
Q96LT4,SAMD8,Sphingomyelin synthase-related protein 1,sphingomyelin synthase family,1,10186,24%,10365,22%,11737,12%,11700,12%,0,0,0,0,0,0.24
Q96LT7,C9orf72,Protein C9orf72,,6,12400,7%,11665,13%,8066,40%,7319,45%,0,0,0,0,0,0.40
Q96LT9,RNPC3,RNA-binding protein 40,,4,11893,11%,11934,11%,8836,34%,7082,47%,0,0,0,0,0,0.34
Q96LW4,PRIMPOL,DNA-directed primase/polymerase protein,eukaryotic-type primase small subunit family,1,10748,19%,11264,16%,11619,13%,9370,30%,0,0,0,0,0,0.19
Q96LW7,C9orf89,"Bcl10-interacting CARD protein, BinCARD",,1,10437,22%,10732,20%,11228,16%,12214,8%,0,0,0,0,0,0.22
Q96LW9,ZSCAN31,Zinc finger and SCAN domain-containing protein 31,krueppel C2H2-type zinc-finger protein family,1,10631,20%,11274,16%,11837,11%,9754,27%,0,0,0,0,0,0.20
Q96LX7,CCDC17,Coiled-coil domain-containing protein 17,,4,7649,43%,5656,58%,6061,55%,8249,38%,0,0,0,0,0,0.58
Q96LY2,CCDC74B,Coiled-coil domain-containing protein 74B,,1,12623,5%,11903,11%,11972,10%,10963,18%,0,0,0,0,0,0.11
Q96LZ3,PPP3R2,Calcineurin subunit B type 2, calcineurin regulatory subunit family.,3,5434,59%,2896,78%,622,95%,10011,25%,1,0,1,1,0,0.95
Q96LZ7,RMDN2,Regulator of microtubule dynamics protein 2,RMDN family,3,12723,5%,11974,10%,13021,2%,12807,4%,0,0,0,0,0,0.10
Q96M02,C10orf90,Centrosomal protein C10orf90,,2,10563,21%,8269,38%,7694,42%,7348,45%,0,0,0,0,0,0.42
Q96M11,HYLS1,Hydrolethalus syndrome protein 1, HYLS1 family.,2,9466,29%,12760,4%,11117,17%,9898,26%,0,0,0,0,0,0.29
Q96M27,PRRC1,Protein PRRC1,PRRC1 family,3,12413,7%,13000,3%,9674,28%,7761,42%,0,0,0,0,0,0.28
Q96M29,TEKT5,Tektin-5,tektin family,2,10618,20%,12292,8%,12832,4%,12825,4%,0,0,0,0,0,0.20
Q96M61,MAGEB18,Melanoma-associated antigen B18,,8,8709,35%,5442,59%,3358,75%,4354,67%,0,0,0,0,0,0.75
Q96M63,CCDC114,Coiled-coil domain-containing protein 114,ODA1/DCC2 family,8,11131,17%,10811,19%,8344,37%,7081,47%,0,0,0,0,0,0.37
Q96M83,CCDC7,Coiled-coil domain-containing protein 7,,2,12075,10%,11528,14%,11740,12%,10794,19%,0,0,0,0,0,0.14
Q96M86,DNHD1,Dynein heavy chain domain-containing protein 1,dynein heavy chain family,3,5334,60%,4612,65%,4084,69%,5022,62%,0,0,0,0,0,0.69
Q96M91,CCDC11,Coiled-coil domain-containing protein 11,,9,11981,10%,11276,16%,8415,37%,6381,52%,0,0,0,0,0,0.37
Q96M94,KLHL15,Kelch-like protein 15,,1,9915,26%,11391,15%,12258,8%,10249,23%,0,0,0,0,0,0.26
Q96M95,CCDC42,Coiled-coil domain-containing protein 42A, CCDC42 family.,3,12330,8%,12411,7%,11370,15%,9491,29%,0,0,0,0,0,0.15
Q96M96,FGD4,"FYVE, RhoGEF and PH domain-containing protein 4",,1,5599,58%,4554,66%,7399,45%,11157,16%,0,0,0,0,0,0.66
Q96M98,PACRG,Parkin coregulated gene protein,,1,13260,1%,13271,1%,13265,1%,13187,1%,0,0,0,0,0,0.01
Q96MA1,DMRTB1,Doublesex- and mab-3-related transcription factor B1, DMRT family.,13,7051,47%,3081,77%,6642,50%,4898,63%,0,0,0,0,0,0.77
Q96MA6,AK8,Adenylate kinase 8,adenylate kinase family,10,10480,21%,8158,39%,8044,40%,6670,50%,0,0,0,0,0,0.40
Q96MC5,C16orf45,Uncharacterized protein C16orf45,,3,3780,72%,8773,34%,8012,40%,9080,32%,0,0,0,0,0,0.72
Q96ME1,FBXL18,F-box/LRR-repeat protein 18,,20,11623,13%,8462,37%,5294,60%,3797,72%,0,0,0,0,0,0.60
Q96MF2,STAC3,SH3 and cysteine-rich domain-containing protein 3,,15,7619,43%,7327,45%,4644,65%,5366,60%,0,0,0,0,0,0.65
Q96MF7,NSMCE2,E3 SUMO-protein ligase NSE2, NSE2 family.,4,11304,15%,11931,11%,10511,21%,9220,31%,0,0,0,0,0,0.21
Q96MG2,JSRP1,Junctional sarcoplasmic reticulum protein 1,,1,5465,59%,6697,50%,8965,33%,9717,27%,0,0,0,0,0,0.59
Q96MG7,NDNL2,Melanoma-associated antigen G1,,7,10579,21%,9506,29%,8314,38%,6001,55%,0,0,0,0,0,0.38
Q96MH2,HEXIM2,Protein HEXIM2,HEXIM family,15,5507,59%,7847,41%,3588,73%,3211,76%,0,0,0,0,0,0.73
Q96MM3,ZFP42,Zinc finger protein 42 homolog,krueppel C2H2-type zinc-finger protein family,3,8773,34%,10857,19%,8844,34%,7536,44%,0,0,0,0,0,0.34
Q96MM6,HSPA12B,Heat shock 70 kDa protein 12B,heat shock protein 70 family,2,11416,14%,12412,7%,12707,5%,12039,10%,0,0,0,0,0,0.14
Q96MN2,NLRP4,"NACHT, LRR and PYD domains-containing protein 4",NLRP family,2,11954,10%,10342,23%,10966,18%,10934,18%,0,0,0,0,0,0.23
Q96MN5,TCEANC2,Transcription elongation factor A N-terminal and central domain-containing protein 2,TCEANC2 family,3,12987,3%,12517,6%,11668,13%,9364,30%,0,0,0,0,0,0.13
Q96MN9,ZNF488,Zinc finger protein 488, krueppel C2H2-type zinc-finger protein family.,9,10652,20%,6943,48%,7206,46%,5731,57%,0,0,0,0,0,0.48
Q96MP5,ZSWIM3,Zinc finger SWIM domain-containing protein 3,,1,11599,13%,12592,6%,12932,3%,11196,16%,0,0,0,0,0,0.13
Q96MR6,CFAP57,Cilia- and flagella-associated protein 57,,2,11679,12%,10664,20%,7936,41%,5877,56%,0,0,0,0,0,0.41
Q96MS0,ROBO3,Roundabout homolog 3,ROBO family,5,11646,13%,10943,18%,9391,30%,7922,41%,0,0,0,0,0,0.30
Q96MT3,PRICKLE1,Prickle-like protein 1, prickle / espinas / testin family.,4,2845,79%,3299,75%,7699,42%,8648,35%,0,0,0,0,0,0.79
Q96MT8,CEP63,"Centrosomal protein of 63 kDa, Cep63", CEP63 family.,45,9695,27%,9460,29%,3996,70%,2812,79%,0,0,0,0,0,0.70
Q96MU6,ZNF778,Zinc finger protein 778,krueppel C2H2-type zinc-finger protein family,1,12569,6%,12682,5%,12109,9%,10855,19%,0,0,0,0,0,0.09
Q96MU7,YTHDC1,YTH domain-containing protein 1,,34,5971,55%,4020,70%,1941,85%,1678,87%,0,0,0,0,0,0.85
Q96MU8,KREMEN1,Kremen protein 1,,1,12559,6%,7418,44%,12591,6%,13332,0%,0,0,0,0,0,0.44
Q96MW1,CCDC43,Coiled-coil domain-containing protein 43,CCDC43 family,3,9903,26%,11601,13%,10486,21%,8766,34%,0,0,0,0,0,0.26
Q96MW5,COG8,Conserved oligomeric Golgi complex subunit 8,COG8 family,2,12321,8%,12334,8%,12325,8%,11734,12%,0,0,0,0,0,0.08
Q96MW7,TIGD1,Tigger transposable element-derived protein 1,tigger transposable element derived protein family,1,13261,1%,13272,1%,13266,1%,13114,2%,0,0,0,0,0,0.01
Q96MX0,CMTM3,CKLF-like MARVEL transmembrane domain-containing protein 3, chemokine-like factor family.,9,3920,71%,2391,82%,3420,74%,4958,63%,0,0,0,0,0,0.82
Q96MX6,WDR92,WD repeat-containing protein 92,,1,4696,65%,6853,49%,8913,33%,11348,15%,0,0,0,0,0,0.65
Q96MY1,NOL4L,Nucleolar protein 4-like,,3,8730,35%,11046,17%,9148,31%,6318,53%,0,0,0,0,0,0.35
Q96MY7,FAM161B,Protein FAM161B, FAM161 family.,1,10979,18%,12460,7%,10741,20%,8364,37%,0,0,0,0,0,0.20
Q96MZ4,FAM218A,Protein FAM218A,,1,12407,7%,12876,4%,12459,7%,12323,8%,0,0,0,0,0,0.07
Q96N03,VSTM2L,V-set and transmembrane domain-containing protein 2-like protein,,2,7407,44%,4621,65%,12240,8%,10327,23%,0,0,0,0,0,0.65
Q96N11,C7orf26,Uncharacterized protein C7orf26,,1,9587,28%,10836,19%,12582,6%,12716,5%,0,0,0,0,0,0.28
Q96N16,JAKMIP1,Janus kinase and microtubule-interacting protein 1, JAKMIP family.,4,440,97%,189,99%,4128,69%,4654,65%,0,0,0,0,0,0.99
Q96N20,ZNF75A,Zinc finger protein 75A,krueppel C2H2-type zinc-finger protein family,1,13262,1%,13273,1%,13267,1%,13179,1%,0,0,0,0,0,0.01
Q96N21,ENTHD2,AP-4 complex accessory subunit tepsin,,1,13263,1%,13274,1%,13268,1%,13244,1%,0,0,0,0,0,0.01
Q96N28,SLMO1,Protein slowmo homolog 1,slowmo family,1,12408,7%,12877,4%,12460,7%,12324,8%,0,0,0,0,0,0.07
Q96N38,ZNF714,Zinc finger protein 714,krueppel C2H2-type zinc-finger protein family,2,9665,28%,11310,15%,9333,30%,4933,63%,0,0,0,0,0,0.30
